epoch,step,train_loss_epoch,train_loss_step,val_loss
48,439,,1.268391489982605,
48,440,,,3.319622039794922
48,440,1.3494092226028442,,
49,449,,0.843335747718811,
49,449,,,3.33028507232666
49,449,1.3845200538635254,,
50,458,,,3.2598700523376465
50,458,1.3255484104156494,,
51,459,,1.2783300876617432,
51,467,,,3.2274134159088135
51,467,1.3536850214004517,,
52,469,,1.5080387592315674,
52,476,,,3.3277411460876465
52,476,1.2699077129364014,,
53,479,,1.135327696800232,
53,485,,,3.394930839538574
53,485,1.3386266231536865,,
54,489,,1.5018980503082275,
54,494,,,3.443641185760498
54,494,1.238446593284607,,
55,499,,1.248896598815918,
55,503,,,3.4410619735717773
55,503,1.2491122484207153,,
56,509,,1.4073538780212402,
56,512,,,3.4726738929748535
56,512,1.2900584936141968,,
57,519,,1.7636735439300537,
57,521,,,3.502253770828247
57,521,1.2584280967712402,,
58,529,,1.0006957054138184,
58,530,,,3.569524049758911
58,530,1.3026208877563477,,
59,539,,0.8125629425048828,
59,539,,,3.552119016647339
59,539,1.3003461360931396,,
60,548,,,3.504204511642456
60,548,1.3650234937667847,,
61,549,,1.4424853324890137,
61,557,,,3.3956665992736816
61,557,1.3219282627105713,,
62,559,,1.1788713932037354,
62,566,,,3.416914701461792
62,566,1.326667308807373,,
63,569,,1.5740963220596313,
63,575,,,3.502450942993164
63,575,1.2568296194076538,,
64,579,,1.075028896331787,
64,584,,,3.622685670852661
64,584,1.3681857585906982,,
65,589,,1.180328369140625,
65,593,,,3.6905996799468994
65,593,1.241729736328125,,
66,599,,1.2052648067474365,
66,602,,,3.7000160217285156
66,602,1.2584950923919678,,
67,609,,1.55918288230896,
67,611,,,3.696769952774048
67,611,1.2802298069000244,,
68,619,,1.530914068222046,
68,620,,,3.6673271656036377
68,620,1.2907707691192627,,
69,629,,0.2951359152793884,
69,629,,,3.6990575790405273
69,629,1.1989498138427734,,
70,638,,,3.671328067779541
70,638,1.236228346824646,,
71,639,,0.9590424299240112,
71,647,,,3.661531925201416
71,647,1.3096667528152466,,
72,649,,1.3339967727661133,
72,656,,,3.665226697921753
72,656,1.1199661493301392,,
73,659,,1.3873345851898193,
73,665,,,3.698664426803589
73,665,1.2445399761199951,,
74,669,,1.2621368169784546,
74,674,,,3.7065773010253906
74,674,1.1904505491256714,,
75,679,,1.4663161039352417,
75,683,,,3.719379425048828
75,683,1.2218437194824219,,
76,689,,1.1938178539276123,
76,692,,,3.7396504878997803
76,692,1.1813791990280151,,
77,699,,1.1955537796020508,
77,701,,,3.7696731090545654
77,701,1.2246290445327759,,
78,709,,0.9396629333496094,
78,710,,,3.765427827835083
78,710,1.1322718858718872,,
79,719,,0.5837472677230835,
79,719,,,3.7563798427581787
79,719,1.211155891418457,,
80,728,,,3.7577927112579346
80,728,1.1993980407714844,,
81,729,,1.243607759475708,
81,737,,,3.7575371265411377
81,737,1.234308123588562,,
82,739,,0.989917516708374,
82,746,,,3.7828497886657715
82,746,1.167631983757019,,
83,749,,1.1095685958862305,
83,755,,,3.794710636138916
83,755,1.1846574544906616,,
84,759,,1.326857566833496,
84,764,,,3.7972214221954346
84,764,1.217954397201538,,
85,769,,1.22245454788208,
85,773,,,3.800323963165283
85,773,1.191304087638855,,
86,779,,0.981331467628479,
86,782,,,3.8104095458984375
86,782,1.2028535604476929,,
87,789,,1.3046791553497314,
87,791,,,3.8120789527893066
87,791,1.2104039192199707,,
88,799,,1.8597333431243896,
88,800,,,3.812558889389038
88,800,1.261435866355896,,
89,809,,0.2753716707229614,
89,809,,,3.813271999359131
89,809,1.2288672924041748,,
90,818,,,3.8168599605560303
90,818,1.1243747472763062,,
91,819,,1.1214070320129395,
91,827,,,3.8195602893829346
91,827,1.2277284860610962,,
92,829,,1.5118927955627441,
92,836,,,3.8195087909698486
92,836,1.2746506929397583,,
93,839,,1.399794101715088,
93,845,,,3.8193776607513428
93,845,1.289499044418335,,
94,849,,1.3687435388565063,
94,854,,,3.821315050125122
94,854,1.183449387550354,,
95,859,,1.1309493780136108,
95,863,,,3.822993040084839
95,863,1.1291974782943726,,
96,869,,1.1425750255584717,
96,872,,,3.8234410285949707
96,872,1.1029192209243774,,
97,879,,1.621752142906189,
97,881,,,3.8241255283355713
97,881,1.2420663833618164,,
98,889,,1.0652121305465698,
98,890,,,3.8242380619049072
98,890,1.2384672164916992,,
99,899,,0.8515090942382812,
99,899,,,3.8242204189300537
99,899,1.3080862760543823,,
