epoch,step,train_loss_epoch,train_loss_step,val_loss
37,339,,1.4698350429534912,
37,341,,,2.959132432937622
37,341,1.5659023523330688,,
38,349,,1.4734597206115723,
38,350,,,3.068429946899414
38,350,1.499529480934143,,
39,359,,1.0128005743026733,
39,359,,,3.165067195892334
39,359,1.4658540487289429,,
40,368,,,3.2160637378692627
40,368,1.6045492887496948,,
41,369,,1.6716063022613525,
41,377,,,3.030001163482666
41,377,1.5377029180526733,,
42,379,,1.4002070426940918,
42,386,,,3.0077261924743652
42,386,1.4792457818984985,,
43,389,,1.5200581550598145,
43,395,,,3.142397880554199
43,395,1.4176274538040161,,
44,399,,1.5800714492797852,
44,404,,,3.299107074737549
44,404,1.4674073457717896,,
45,409,,1.3655011653900146,
45,413,,,3.3374814987182617
45,413,1.4108091592788696,,
46,419,,1.3736414909362793,
46,422,,,3.39306378364563
46,422,1.441557765007019,,
47,429,,1.1089175939559937,
47,431,,,3.559705972671509
47,431,1.3944127559661865,,
48,439,,1.3042386770248413,
48,440,,,3.708977460861206
48,440,1.3258590698242188,,
49,449,,1.4506535530090332,
49,449,,,3.7531049251556396
49,449,1.34745192527771,,
50,458,,,3.7891123294830322
50,458,1.3718396425247192,,
51,459,,1.5957486629486084,
51,467,,,3.833491563796997
51,467,1.4204356670379639,,
52,469,,1.4828592538833618,
52,476,,,3.7834737300872803
52,476,1.3188159465789795,,
53,479,,2.0207481384277344,
53,485,,,3.7623207569122314
53,485,1.4330214262008667,,
54,489,,1.4079935550689697,
54,494,,,3.828028440475464
54,494,1.3084123134613037,,
55,499,,1.2738862037658691,
55,503,,,3.88083553314209
55,503,1.3182231187820435,,
56,509,,1.239375114440918,
56,512,,,3.9514873027801514
56,512,1.2158725261688232,,
57,519,,1.2128396034240723,
57,521,,,4.09326171875
57,521,1.2577298879623413,,
58,529,,1.224874496459961,
58,530,,,4.2364678382873535
58,530,1.2475825548171997,,
59,539,,0.6664774417877197,
59,539,,,4.342567443847656
59,539,1.1952602863311768,,
60,548,,,4.337049961090088
60,548,1.3916021585464478,,
61,549,,1.4227867126464844,
61,557,,,4.334031581878662
61,557,1.3237030506134033,,
62,559,,1.1984121799468994,
62,566,,,4.3483428955078125
62,566,1.2217069864273071,,
63,569,,1.3004863262176514,
63,575,,,4.317940711975098
63,575,1.231519341468811,,
64,579,,1.5631988048553467,
64,584,,,4.362901210784912
64,584,1.2191659212112427,,
65,589,,1.1438740491867065,
65,593,,,4.381827354431152
65,593,1.319715976715088,,
66,599,,1.4793987274169922,
66,602,,,4.387429237365723
66,602,1.2295371294021606,,
67,609,,1.3026795387268066,
67,611,,,4.4146504402160645
67,611,1.1264560222625732,,
68,619,,0.932224452495575,
68,620,,,4.441514015197754
68,620,1.2539496421813965,,
69,629,,0.6632626056671143,
69,629,,,4.4487762451171875
69,629,1.2711904048919678,,
70,638,,,4.439022064208984
70,638,1.3404024839401245,,
71,639,,1.4373208284378052,
71,647,,,4.408764839172363
71,647,1.2771968841552734,,
72,649,,1.389338731765747,
72,656,,,4.385247230529785
72,656,1.1983411312103271,,
73,659,,1.348148226737976,
73,665,,,4.361187934875488
73,665,1.2289479970932007,,
74,669,,1.3749630451202393,
74,674,,,4.37405252456665
74,674,1.1958115100860596,,
75,679,,1.111586332321167,
75,683,,,4.387245178222656
75,683,1.2315196990966797,,
76,689,,1.3822205066680908,
76,692,,,4.403384208679199
76,692,1.2076236009597778,,
77,699,,1.1782639026641846,
77,701,,,4.422846794128418
77,701,1.1832222938537598,,
78,709,,1.7976222038269043,
78,710,,,4.448066234588623
78,710,1.1348552703857422,,
79,719,,0.41579294204711914,
79,719,,,4.48098087310791
79,719,1.1995551586151123,,
80,728,,,4.506363391876221
80,728,1.1817874908447266,,
81,729,,1.3005049228668213,
81,737,,,4.5366363525390625
81,737,1.1385036706924438,,
82,739,,0.9021824598312378,
82,746,,,4.574714660644531
82,746,1.265589952468872,,
83,749,,1.5628433227539062,
83,755,,,4.5835280418396
83,755,1.2370001077651978,,
84,759,,1.2776819467544556,
84,764,,,4.58425760269165
84,764,1.128164291381836,,
85,769,,1.1511316299438477,
85,773,,,4.593568325042725
85,773,1.2197858095169067,,
86,779,,1.4801044464111328,
86,782,,,4.6031904220581055
86,782,1.2181034088134766,,
87,789,,0.8967206478118896,
87,791,,,4.604246139526367
87,791,1.2303639650344849,,
88,799,,1.1916884183883667,
88,800,,,4.611287593841553
88,800,1.2324389219284058,,
89,809,,0.5015060901641846,
89,809,,,4.618962287902832
89,809,1.2576189041137695,,
90,818,,,4.62656831741333
90,818,1.198999285697937,,
91,819,,1.2705204486846924,
91,827,,,4.629456520080566
91,827,1.1530545949935913,,
92,829,,1.1492012739181519,
92,836,,,4.631577968597412
92,836,1.123016357421875,,
93,839,,1.5083800554275513,
93,845,,,4.634452819824219
93,845,1.2787413597106934,,
94,849,,1.3251926898956299,
94,854,,,4.636396408081055
94,854,1.218619704246521,,
95,859,,1.3697338104248047,
95,863,,,4.63710880279541
95,863,1.3012827634811401,,
96,869,,1.3011298179626465,
96,872,,,4.637635707855225
96,872,1.2419207096099854,,
97,879,,1.2226401567459106,
97,881,,,4.638287544250488
97,881,1.168252944946289,,
98,889,,1.3153661489486694,
98,890,,,4.6386003494262695
98,890,1.1986241340637207,,
99,899,,0.5277289152145386,
99,899,,,4.638664245605469
99,899,1.2641520500183105,,
