epoch,step,train_loss_epoch,train_loss_step,val_loss
37,339,,1.7577210664749146,
37,341,,,3.067106246948242
37,341,1.474021077156067,,
38,349,,1.2334883213043213,
38,350,,,3.0983147621154785
38,350,1.4901937246322632,,
39,359,,0.4940512776374817,
39,359,,,3.1157660484313965
39,359,1.5211529731750488,,
40,368,,,3.1361145973205566
40,368,1.4283345937728882,,
41,369,,1.5523090362548828,
41,377,,,3.148494005203247
41,377,1.4656686782836914,,
42,379,,1.178015947341919,
42,386,,,3.099557399749756
42,386,1.4187030792236328,,
43,389,,1.5557632446289062,
43,395,,,3.1173200607299805
43,395,1.4187434911727905,,
44,399,,1.184249758720398,
44,404,,,3.164884090423584
44,404,1.4332332611083984,,
45,409,,1.3214186429977417,
45,413,,,3.295701503753662
45,413,1.3929095268249512,,
46,419,,1.2265233993530273,
46,422,,,3.468851089477539
46,422,1.4794176816940308,,
47,429,,1.4760591983795166,
47,431,,,3.294069766998291
47,431,1.4194070100784302,,
48,439,,1.4583243131637573,
48,440,,,3.1573946475982666
48,440,1.3812063932418823,,
49,449,,0.9158177375793457,
49,449,,,3.1450133323669434
49,449,1.3992681503295898,,
50,458,,,3.288754940032959
50,458,1.4185293912887573,,
51,459,,1.517066240310669,
51,467,,,3.404324531555176
51,467,1.4332680702209473,,
52,469,,1.1342036724090576,
52,476,,,3.407794952392578
52,476,1.405945062637329,,
53,479,,1.5199662446975708,
53,485,,,3.4139466285705566
53,485,1.4204001426696777,,
54,489,,1.2290782928466797,
54,494,,,3.4649741649627686
54,494,1.3144545555114746,,
55,499,,1.34598970413208,
55,503,,,3.5431840419769287
55,503,1.4074656963348389,,
56,509,,1.5139906406402588,
56,512,,,3.492232084274292
56,512,1.3737425804138184,,
57,519,,1.399235486984253,
57,521,,,3.5034666061401367
57,521,1.3589268922805786,,
58,529,,1.1354764699935913,
58,530,,,3.575233221054077
58,530,1.315291404724121,,
59,539,,0.7459858655929565,
59,539,,,3.554222345352173
59,539,1.3538188934326172,,
60,548,,,3.5475690364837646
60,548,1.2738922834396362,,
61,549,,1.201122760772705,
61,557,,,3.587892770767212
61,557,1.3512797355651855,,
62,559,,1.3090934753417969,
62,566,,,3.706634521484375
62,566,1.2677016258239746,,
63,569,,1.0826685428619385,
63,575,,,3.6517367362976074
63,575,1.3213262557983398,,
64,579,,1.3968520164489746,
64,584,,,3.660036325454712
64,584,1.329321265220642,,
65,589,,1.253669261932373,
65,593,,,3.692418336868286
65,593,1.328822374343872,,
66,599,,1.109028935432434,
66,602,,,3.692286252975464
66,602,1.3112136125564575,,
67,609,,1.4798688888549805,
67,611,,,3.688657522201538
67,611,1.3471394777297974,,
68,619,,1.1370445489883423,
68,620,,,3.700112819671631
68,620,1.3069989681243896,,
69,629,,0.41893771290779114,
69,629,,,3.7393240928649902
69,629,1.326062560081482,,
70,638,,,3.7685604095458984
70,638,1.2775959968566895,,
71,639,,1.425881028175354,
71,647,,,3.7688486576080322
71,647,1.3616503477096558,,
72,649,,1.3820887804031372,
72,656,,,3.8036093711853027
72,656,1.3272432088851929,,
73,659,,0.9887116551399231,
73,665,,,3.8466310501098633
73,665,1.2982314825057983,,
74,669,,1.4497120380401611,
74,674,,,3.845571517944336
74,674,1.2897992134094238,,
75,679,,1.0248571634292603,
75,683,,,3.868628740310669
75,683,1.2256762981414795,,
76,689,,1.4180643558502197,
76,692,,,3.8562204837799072
76,692,1.2719061374664307,,
77,699,,1.476802110671997,
77,701,,,3.8356590270996094
77,701,1.3449310064315796,,
78,709,,1.0320219993591309,
78,710,,,3.8186497688293457
78,710,1.2538888454437256,,
79,719,,0.7447941303253174,
79,719,,,3.821608304977417
79,719,1.3261085748672485,,
80,728,,,3.8186893463134766
80,728,1.2915340662002563,,
81,729,,1.2867372035980225,
81,737,,,3.812589168548584
81,737,1.2648032903671265,,
82,739,,0.9932034015655518,
82,746,,,3.805473566055298
82,746,1.3067858219146729,,
83,749,,1.577528953552246,
83,755,,,3.8209969997406006
83,755,1.2822142839431763,,
84,759,,1.167375087738037,
84,764,,,3.8346540927886963
84,764,1.2788751125335693,,
85,769,,1.1728436946868896,
85,773,,,3.821830987930298
85,773,1.3061555624008179,,
86,779,,0.9956907033920288,
86,782,,,3.823845624923706
86,782,1.2745229005813599,,
87,789,,1.268984079360962,
87,791,,,3.81217098236084
87,791,1.2762473821640015,,
88,799,,1.4284337759017944,
88,800,,,3.798748016357422
88,800,1.3520472049713135,,
89,809,,0.7284712791442871,
89,809,,,3.793191909790039
89,809,1.3072984218597412,,
90,818,,,3.7965896129608154
90,818,1.2346954345703125,,
91,819,,1.7085378170013428,
91,827,,,3.8027260303497314
91,827,1.3205910921096802,,
92,829,,1.3623703718185425,
92,836,,,3.806175947189331
92,836,1.3177995681762695,,
93,839,,1.1274466514587402,
93,845,,,3.807976484298706
93,845,1.3139190673828125,,
94,849,,1.1097996234893799,
94,854,,,3.8112261295318604
94,854,1.265578269958496,,
95,859,,1.446286916732788,
95,863,,,3.8140907287597656
95,863,1.2307358980178833,,
96,869,,1.2986376285552979,
96,872,,,3.816208600997925
96,872,1.284355878829956,,
97,879,,1.5080300569534302,
97,881,,,3.816197156906128
97,881,1.3031898736953735,,
98,889,,0.9908231496810913,
98,890,,,3.8162198066711426
98,890,1.3029334545135498,,
99,899,,0.8212447762489319,
99,899,,,3.8162028789520264
99,899,1.2458209991455078,,
