epoch,step,train_loss_epoch,train_loss_step,val_loss
89,809,,0.51884925365448,
89,809,,,3.444538116455078
89,809,1.243188500404358,,
90,818,,,3.445880889892578
90,818,1.1713138818740845,,
91,819,,1.257629632949829,
91,827,,,3.4449594020843506
91,827,1.1872106790542603,,
92,829,,1.5179423093795776,
92,836,,,3.446934700012207
92,836,1.1712738275527954,,
93,839,,1.3537198305130005,
93,845,,,3.4478752613067627
93,845,1.2075207233428955,,
94,849,,1.0725598335266113,
94,854,,,3.4493227005004883
94,854,1.1157561540603638,,
95,859,,0.9645139575004578,
95,863,,,3.4504058361053467
95,863,1.1506726741790771,,
96,869,,1.2598235607147217,
96,872,,,3.4511399269104004
96,872,1.2077187299728394,,
97,879,,1.1917245388031006,
97,881,,,3.4513022899627686
97,881,1.1913379430770874,,
98,889,,1.2542802095413208,
98,890,,,3.4512948989868164
98,890,1.2110487222671509,,
99,899,,0.5134543180465698,
99,899,,,3.451282024383545
99,899,1.1392736434936523,,
