epoch,step,train_loss_epoch,train_loss_step,val_loss
70,638,1.2940200567245483,,
71,639,,1.1869486570358276,
71,647,,,3.9484615325927734
71,647,1.23140549659729,,
72,649,,1.328257441520691,
72,656,,,3.9030282497406006
72,656,1.202824354171753,,
73,659,,1.2394790649414062,
73,665,,,3.9013559818267822
73,665,1.2387083768844604,,
74,669,,1.413891077041626,
74,674,,,3.8711390495300293
74,674,1.252529501914978,,
75,679,,1.1654399633407593,
75,683,,,3.850391387939453
75,683,1.207149863243103,,
76,689,,1.1606214046478271,
76,692,,,3.960639238357544
76,692,1.263582468032837,,
77,699,,1.4692356586456299,
77,701,,,3.973472833633423
77,701,1.2620702981948853,,
78,709,,1.3162565231323242,
78,710,,,4.019100666046143
78,710,1.1740399599075317,,
79,719,,0.7413904666900635,
79,719,,,4.052175521850586
79,719,1.2986631393432617,,
80,728,,,4.027114391326904
80,728,1.2811188697814941,,
81,729,,1.0567327737808228,
81,737,,,4.057099342346191
81,737,1.21012282371521,,
82,739,,1.2333143949508667,
82,746,,,4.087867736816406
82,746,1.3042320013046265,,
83,749,,1.1308246850967407,
83,755,,,4.1017069816589355
83,755,1.1039468050003052,,
84,759,,1.5560450553894043,
84,764,,,4.11043643951416
84,764,1.2517889738082886,,
85,769,,1.4138503074645996,
85,773,,,4.093184947967529
85,773,1.2814490795135498,,
86,779,,1.2015340328216553,
86,782,,,4.108011245727539
86,782,1.2820682525634766,,
87,789,,1.5279709100723267,
87,791,,,4.107372283935547
87,791,1.1942164897918701,,
88,799,,1.278723955154419,
88,800,,,4.0880231857299805
88,800,1.2438408136367798,,
89,809,,0.9727568626403809,
89,809,,,4.080994606018066
89,809,1.2707493305206299,,
90,818,,,4.094128608703613
90,818,1.2137264013290405,,
91,819,,0.9901605844497681,
91,827,,,4.105864524841309
91,827,1.2345914840698242,,
92,829,,1.106292963027954,
92,836,,,4.116072177886963
92,836,1.2499994039535522,,
93,839,,1.2622556686401367,
93,845,,,4.117353439331055
93,845,1.3146229982376099,,
94,849,,1.030708909034729,
94,854,,,4.108807563781738
94,854,1.2139153480529785,,
95,859,,1.0702753067016602,
95,863,,,4.105504035949707
95,863,1.308083176612854,,
96,869,,1.292658805847168,
96,872,,,4.104498863220215
96,872,1.1826452016830444,,
97,879,,1.0864125490188599,
97,881,,,4.104386806488037
97,881,1.2344328165054321,,
98,889,,1.5116257667541504,
98,890,,,4.104128837585449
98,890,1.1676884889602661,,
99,899,,0.6652920842170715,
99,899,,,4.104116916656494
99,899,1.181937575340271,,
